Time (ms),Soma Voltage (mV)
316.0499999998495,-70.3467948467524
316.07499999984947,-70.34675884267106
316.09999999984944,-70.34672287393748
316.1249999998494,-70.34668694053293
316.1499999998494,-70.34665104243874
316.1749999998494,-70.34661517963619
316.19999999984935,-70.34657935210659
316.22499999984933,-70.34654355983123
316.2499999998493,-70.34650780279141
316.2749999998493,-70.34647208096841
316.29999999984926,-70.34643639434354
316.32499999984924,-70.34640074289808
316.3499999998492,-70.34636512661332
316.3749999998492,-70.34632954547055
316.3999999998492,-70.34629399945106
316.42499999984915,-70.34625848853614
316.4499999998491,-70.34622301270704
316.4749999998491,-70.34618757194508
316.4999999998491,-70.34615216623153
316.52499999984906,-70.34611679554767
316.54999999984904,-70.34608145987478
316.574999999849,-70.34604615919413
316.599999999849,-70.346010893487
316.62499999984897,-70.34597566273467
316.64999999984894,-70.34594046691842
316.6749999998489,-70.3459053060195
316.6999999998489,-70.3458701800192
316.7249999998489,-70.34583508889878
316.74999999984885,-70.3458000326395
316.77499999984883,-70.34576501122265
316.7999999998488,-70.34573002462949
316.8249999998488,-70.34569507284127
316.84999999984876,-70.34566015583925
316.87499999984874,-70.34562527360472
316.8999999998487,-70.34559042611893
316.9249999998487,-70.34555561336313
316.94999999984867,-70.34552083531858
316.97499999984865,-70.34548609196654
316.9999999998486,-70.34545138328826
317.0249999998486,-70.34541670926501
317.0499999998486,-70.34538206987804
317.07499999984856,-70.3453474651086
317.09999999984854,-70.34531289493793
317.1249999998485,-70.3452783593473
317.1499999998485,-70.34524385831796
317.17499999984847,-70.34520939183113
317.19999999984844,-70.34517495986807
317.2249999998484,-70.34514056241005
317.2499999998484,-70.34510619943828
317.2749999998484,-70.34507187093402
317.29999999984835,-70.34503757687851
317.32499999984833,-70.345003317253
317.3499999998483,-70.34496909203872
317.3749999998483,-70.34493490121692
317.39999999984826,-70.34490074476881
317.42499999984824,-70.34486662267565
317.4499999998482,-70.34483253491868
317.4749999998482,-70.34479848147912
317.49999999984817,-70.34476446233822
317.52499999984815,-70.3447304774772
317.5499999998481,-70.34469652687729
317.5749999998481,-70.34466261051972
317.5999999998481,-70.34462872838573
317.62499999984806,-70.34459488045654
317.64999999984803,-70.34456106671338
317.674999999848,-70.34452728713748
317.699999999848,-70.34449354171007
317.72499999984797,-70.34445983041235
317.74999999984794,-70.34442615322557
317.7749999998479,-70.34439251013093
317.7999999998479,-70.34435890110967
317.8249999998479,-70.34432532614301
317.84999999984785,-70.34429178521216
317.87499999984783,-70.34425827829834
317.8999999998478,-70.34422480538277
317.9249999998478,-70.34419136644667
317.94999999984776,-70.34415796147124
317.97499999984774,-70.3441245904377
317.9999999998477,-70.34409125332728
318.0249999998477,-70.34405795012118
318.04999999984767,-70.34402468080062
318.07499999984765,-70.34399144534679
318.0999999998476,-70.34395824374093
318.1249999998476,-70.34392507596422
318.1499999998476,-70.3438919419979
318.17499999984756,-70.34385884182313
318.19999999984753,-70.34382577542117
318.2249999998475,-70.34379274277319
318.2499999998475,-70.3437597438604
318.27499999984747,-70.34372677866402
